Quelle;GUID;Kategorie;Typ;Familie;Zusatzinfo;Menge;Einheit;Ebene;Schichtaufbau;Dicke_mm;Fl‰che_m2;L‰nge_m
ARC_Umbau_TRP-T4;4ef5454d-9d09-492d-becc-28a413bdea95-001c2d9c;Waende;Liftschacht;;;0.187;m3;;Steel ASTM A36 [Tragend] (40 mm);40;4.6900000000000004;1.2800000000000000
ARC_Umbau_TRP-T4;4ef5454d-9d09-492d-becc-28a413bdea95-001c2d9d;Waende;Liftschacht;;;0.193;m3;;Steel ASTM A36 [Tragend] (40 mm);40;4.8300000000000001;1.3400000000000001
ARC_Umbau_TRP-T4;4ef5454d-9d09-492d-becc-28a413bdea95-001c2d9e;Waende;Liftschacht;;;0.182;m3;;Steel ASTM A36 [Tragend] (40 mm);40;4.5400000000000000;1.3799999999999999
ARC_Umbau_TRP-T4;4ef5454d-9d09-492d-becc-28a413bdea95-001c2da1;Waende;Liftschacht;;;0.188;m3;;Steel ASTM A36 [Tragend] (40 mm);40;4.6900000000000004;1.2800000000000000
ARC_Umbau_TRP-T4;4ef5454d-9d09-492d-becc-28a413bdea95-001c2da2;Waende;Liftschacht;;;0.193;m3;;Steel ASTM A36 [Tragend] (40 mm);40;4.8399999999999999;1.3400000000000001
ARC_Umbau_TRP-T4;4ef5454d-9d09-492d-becc-28a413bdea95-001c2da3;Waende;Liftschacht;;;0.182;m3;;Steel ASTM A36 [Tragend] (40 mm);40;4.5499999999999998;1.3799999999999999
ARC_Umbau_TRP-T4;4ef5454d-9d09-492d-becc-28a413bdea95-001c2da6;Waende;Liftschacht;;;0.19400000000000001;m3;;Steel ASTM A36 [Tragend] (40 mm);40;4.8499999999999996;1.2800000000000000
ARC_Umbau_TRP-T4;4ef5454d-9d09-492d-becc-28a413bdea95-001c2da7;Waende;Liftschacht;;;0.20000000000000001;m3;;Steel ASTM A36 [Tragend] (40 mm);40;5.0;1.3400000000000001
ARC_Umbau_TRP-T4;4ef5454d-9d09-492d-becc-28a413bdea95-001c2da8;Waende;Liftschacht;;;0.188;m3;;Steel ASTM A36 [Tragend] (40 mm);40;4.7000000000000002;1.3799999999999999
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c49c9;Waende;Generic - 200mm Pl√§ttli;;;4.0339999999999998;m3;;Unknown Material [Tragend] (200 mm) | Tile, Mosaic, Gray [Finish 1] (5 mm);205;19.680000000000000;9.3399999999999999
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c49ca;Waende;Generic - 200mm;;;4.1029999999999998;m3;;Unknown Material [Tragend] (200 mm);200;20.510000000000002;9.3399999999999999
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c49f8;Waende;Generic - 200mm Pl√§ttli;;;4.0339999999999998;m3;;Unknown Material [Tragend] (200 mm) | Tile, Mosaic, Gray [Finish 1] (5 mm);205;19.680000000000000;9.3399999999999999
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c49f9;Waende;Generic - 200mm;;;4.1029999999999998;m3;;Unknown Material [Tragend] (200 mm);200;20.510000000000002;9.3399999999999999
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c49fc;Waende;Generic - 200mm Pl√§ttli;;;0.68899999999999995;m3;;Unknown Material [Tragend] (200 mm) | Tile, Mosaic, Gray [Finish 1] (5 mm);205;3.3599999999999999;4.2400000000000002
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c49fd;Waende;Generic - 200mm;;;0.55000000000000004;m3;;Unknown Material [Tragend] (200 mm);200;2.75;4.2400000000000002
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c4a11;Waende;Generic - 200mm Pl√§ttli double;;;1.4179999999999999;m3;;Tile, Mosaic, Gray [Finish 1] (5 mm) | Unknown Material [Tragend] (200 mm) | Tile, Mosaic, Gray [Finish 1] (5 mm);210;6.75;3.2900000000000000
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c4a12;Waende;Generic - 200mm;;;1.4099999999999999;m3;;Unknown Material [Tragend] (200 mm);200;7.0499999999999998;3.2900000000000000
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c4a87;Waende;Generic - 150mm Pl√§ttli;;;0.58799999999999997;m3;;Tile, Mosaic, Gray [Finish 1] (5 mm) | Unknown Material [Tragend] (150 mm) | Tile, Mosaic, Gray [Finish 1] (5 mm);160;3.6699999999999999;1.75
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c4a88;Waende;Generic - 150mm;;;0.57299999999999995;m3;;Unknown Material [Tragend] (150 mm);150;3.8199999999999998;1.75
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c4a8b;Waende;Generic - 150mm Pl√§ttli;;;0.57099999999999995;m3;;Tile, Mosaic, Gray [Finish 1] (5 mm) | Unknown Material [Tragend] (150 mm) | Tile, Mosaic, Gray [Finish 1] (5 mm);160;3.5699999999999998;1.7000000000000000
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c4a8c;Waende;Generic - 150mm;;;0.55800000000000005;m3;;Unknown Material [Tragend] (150 mm);150;3.7200000000000002;1.7000000000000000
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c4a8f;Waende;Generic - 150mm Pl√§ttli;;;0.53400000000000003;m3;;Tile, Mosaic, Gray [Finish 1] (5 mm) | Unknown Material [Tragend] (150 mm) | Tile, Mosaic, Gray [Finish 1] (5 mm);160;3.3399999999999999;1.7400000000000000
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c4a90;Waende;Generic - 150mm;;;0.52400000000000002;m3;;Unknown Material [Tragend] (150 mm);150;3.4900000000000002;1.7400000000000000
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c4abd;Waende;Generic - 200mm Pl√§ttli;;;0.77600000000000002;m3;;Unknown Material [Tragend] (200 mm) | Tile, Mosaic, Gray [Finish 1] (5 mm);205;3.7900000000000000;4.2400000000000002
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c4abe;Waende;Generic - 200mm;;;0.63400000000000001;m3;;Unknown Material [Tragend] (200 mm);200;3.1699999999999999;4.2400000000000002
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c4ac1;Waende;Generic - 200mm Pl√§ttli;;;0.77600000000000002;m3;;Unknown Material [Tragend] (200 mm) | Tile, Mosaic, Gray [Finish 1] (5 mm);205;3.7900000000000000;4.2400000000000002
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c4ac2;Waende;Generic - 200mm;;;0.63800000000000001;m3;;Unknown Material [Tragend] (200 mm);200;3.1899999999999999;4.2400000000000002
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c4b04;Waende;Generic - 150mm Pl√§ttli;;;0.59299999999999997;m3;;Tile, Mosaic, Gray [Finish 1] (5 mm) | Unknown Material [Tragend] (150 mm) | Tile, Mosaic, Gray [Finish 1] (5 mm);160;3.7000000000000002;1.7600000000000000
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c4b05;Waende;Generic - 150mm;;;0.57599999999999996;m3;;Unknown Material [Tragend] (150 mm);150;3.8399999999999999;1.7600000000000000
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c4b08;Waende;Generic - 150mm Pl√§ttli;;;0.57099999999999995;m3;;Tile, Mosaic, Gray [Finish 1] (5 mm) | Unknown Material [Tragend] (150 mm) | Tile, Mosaic, Gray [Finish 1] (5 mm);160;3.5699999999999998;1.7000000000000000
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c4b09;Waende;Generic - 150mm;;;0.55700000000000005;m3;;Unknown Material [Tragend] (150 mm);150;3.7100000000000000;1.7000000000000000
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c4b0c;Waende;Generic - 150mm Pl√§ttli;;;0.53900000000000003;m3;;Tile, Mosaic, Gray [Finish 1] (5 mm) | Unknown Material [Tragend] (150 mm) | Tile, Mosaic, Gray [Finish 1] (5 mm);160;3.3700000000000001;1.7600000000000000
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c4b0d;Waende;Generic - 150mm;;;0.52700000000000002;m3;;Unknown Material [Tragend] (150 mm);150;3.5099999999999998;1.7600000000000000
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c4b10;Waende;Generic - 150mm Pl√§ttli;;;0.59299999999999997;m3;;Tile, Mosaic, Gray [Finish 1] (5 mm) | Unknown Material [Tragend] (150 mm) | Tile, Mosaic, Gray [Finish 1] (5 mm);160;3.7000000000000002;1.7600000000000000
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c4b11;Waende;Generic - 150mm;;;0.57799999999999996;m3;;Unknown Material [Tragend] (150 mm);150;3.8500000000000001;1.7600000000000000
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c4b14;Waende;Generic - 150mm Pl√§ttli;;;0.57099999999999995;m3;;Tile, Mosaic, Gray [Finish 1] (5 mm) | Unknown Material [Tragend] (150 mm) | Tile, Mosaic, Gray [Finish 1] (5 mm);160;3.5699999999999998;1.7000000000000000
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c4b15;Waende;Generic - 150mm;;;0.55900000000000005;m3;;Unknown Material [Tragend] (150 mm);150;3.7200000000000002;1.7000000000000000
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c4b18;Waende;Generic - 150mm Pl√§ttli;;;0.53900000000000003;m3;;Tile, Mosaic, Gray [Finish 1] (5 mm) | Unknown Material [Tragend] (150 mm) | Tile, Mosaic, Gray [Finish 1] (5 mm);160;3.3700000000000001;1.7600000000000000
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c4b19;Waende;Generic - 150mm;;;0.52800000000000002;m3;;Unknown Material [Tragend] (150 mm);150;3.5200000000000000;1.7600000000000000
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c4b2d;Waende;Generic - 200mm Pl√§ttli;;;3.9510000000000001;m3;;Unknown Material [Tragend] (200 mm) | Tile, Mosaic, Gray [Finish 1] (5 mm);205;19.270000000000000;9.3599999999999994
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c4b2e;Waende;Generic - 200mm;;;4.0129999999999999;m3;;Unknown Material [Tragend] (200 mm);200;20.070000000000000;9.3599999999999994
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c4b31;Waende;Generic - 200mm Pl√§ttli;;;3.9510000000000001;m3;;Unknown Material [Tragend] (200 mm) | Tile, Mosaic, Gray [Finish 1] (5 mm);205;19.270000000000000;9.3599999999999994
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c4b32;Waende;Generic - 200mm;;;4.0229999999999997;m3;;Unknown Material [Tragend] (200 mm);200;20.109999999999999;9.3599999999999994
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c4b44;Waende;Generic - 200mm Pl√§ttli double;;;1.4530000000000001;m3;;Tile, Mosaic, Gray [Finish 1] (5 mm) | Unknown Material [Tragend] (200 mm) | Tile, Mosaic, Gray [Finish 1] (5 mm);210;6.9199999999999999;3.2900000000000000
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c4b45;Waende;Generic - 200mm;;;1.3740000000000001;m3;;Unknown Material [Tragend] (200 mm);200;6.8700000000000001;3.2900000000000000
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c4b48;Waende;Generic - 200mm Pl√§ttli double;;;1.4530000000000001;m3;;Tile, Mosaic, Gray [Finish 1] (5 mm) | Unknown Material [Tragend] (200 mm) | Tile, Mosaic, Gray [Finish 1] (5 mm);210;6.9199999999999999;3.2900000000000000
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c4b49;Waende;Generic - 200mm;;;1.3779999999999999;m3;;Unknown Material [Tragend] (200 mm);200;6.8899999999999997;3.2900000000000000
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c4c35;Waende;M_HSLU-Fassade;;;0;m3;;;;11.220000000000001;4.0400000000000000
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c504e;Waende;M_HSLU-Fassade;;;0;m3;;;;11.220000000000001;4.0400000000000000
ARC_Umbau_TRP-T4;be9de5e0-90c2-4435-b1c7-fd1d24c33249-001c5076;Waende;M_HSLU-Fassade;;;0;m3;;;;11.220000000000001;4.0400000000000000
ARC_Umbau_TRP-T4;8577dff4-3b48-4c13-addd-6f76aa15f362-001c6639;Waende;M_HSLU Innenbereich;;;0;m3;;;;11.0;3.0499999999999998
ARC_Umbau_TRP-T4;8577dff4-3b48-4c13-addd-6f76aa15f362-001c6656;Waende;M_HSLU Innenbereich;;;0;m3;;;;11.039999999999999;3.0499999999999998
ARC_Umbau_TRP-T4;8577dff4-3b48-4c13-addd-6f76aa15f362-001c7229;Waende;Generic - 200mm;;;0.375;m3;;Unknown Material [Tragend] (200 mm);200;1.9900000000000000;3.1299999999999999
ARC_Umbau_TRP-T4;8577dff4-3b48-4c13-addd-6f76aa15f362-001c7488;Waende;Generic - 200mm;;;0.375;m3;;Unknown Material [Tragend] (200 mm);200;1.9900000000000000;3.0299999999999998
ARC_Umbau_TRP-T4;8577dff4-3b48-4c13-addd-6f76aa15f362-001c74ca;Waende;Generic - 200mm;;;0.375;m3;;Unknown Material [Tragend] (200 mm);200;1.9900000000000000;3.1299999999999999
ARC_Umbau_TRP-T4;8577dff4-3b48-4c13-addd-6f76aa15f362-001c7a1f;Waende;Generic - 200mm;;;0.41899999999999998;m3;;Unknown Material [Tragend] (200 mm);200;2.0899999999999999;3.1299999999999999
ARC_Umbau_TRP-T4;26db6ec1-6b59-4b6e-b5ad-220478d87b95-001c8269;Waende;Generic - 200mm;;;0.98299999999999998;m3;;Unknown Material [Tragend] (200 mm);200;4.9199999999999999;3.1600000000000001
ELE_Umbau_TRP-T4;30d4469b-6477-4ad4-9900-8388a2f5d452-0019884e;Elektro;T15;Steckdose;;1;Stk;B;;;;
ELE_Umbau_TRP-T4;30d4469b-6477-4ad4-9900-8388a2f5d452-00198865;Elektro;T15;Steckdose;;1;Stk;B;;;;
ELE_Umbau_TRP-T4;30d4469b-6477-4ad4-9900-8388a2f5d452-0019886d;Elektro;T15;Steckdose;;1;Stk;B;;;;
ELE_Umbau_TRP-T4;1986eca3-d104-4789-8a92-1f560a54d8be-0019a069;Elektro;T15;Steckdose;;1;Stk;E;;;;
ELE_Umbau_TRP-T4;e89f5ccd-a29d-458b-83c8-2540fda6e846-0019a29e;Elektro;T15;Steckdose;;1;Stk;C;;;;
ELE_Umbau_TRP-T4;e89f5ccd-a29d-458b-83c8-2540fda6e846-0019a2d9;Elektro;T15;Steckdose;;1;Stk;C;;;;
ELE_Umbau_TRP-T4;e89f5ccd-a29d-458b-83c8-2540fda6e846-0019a41d;Elektro;T15;Steckdose;;1;Stk;;;;;
ELE_Umbau_TRP-T4;e89f5ccd-a29d-458b-83c8-2540fda6e846-0019a425;Elektro;T15;Steckdose;;1;Stk;;;;;
ELE_Umbau_TRP-T4;e89f5ccd-a29d-458b-83c8-2540fda6e846-0019a47e;Elektro;T15;Steckdose;;1;Stk;D;;;;
ELE_Umbau_TRP-T4;aab74ab3-f90b-4e9c-b268-d7f6b3dd339f-001a14c1;Elektro;T15;Steckdose;;1;Stk;B;;;;
ELE_Umbau_TRP-T4;1579e40d-c560-4ee7-b675-5255b769f3f3-001a3a7c;Elektro;3xT13;Steckdose;;1;Stk;C;;;;
ELE_Umbau_TRP-T4;1579e40d-c560-4ee7-b675-5255b769f3f3-001a4185;Elektro;3xT13;Steckdose;;1;Stk;D;;;;
ELE_Umbau_TRP-T4;7de9cdd8-237d-4978-99c6-182092a2d548-001a4ec8;Elektro;3xT13;Steckdose;;1;Stk;D;;;;
ELE_Umbau_TRP-T4;7de9cdd8-237d-4978-99c6-182092a2d548-001a4ef1;Elektro;3xT13;Steckdose;;1;Stk;D;;;;
ELE_Umbau_TRP-T4;7de9cdd8-237d-4978-99c6-182092a2d548-001a4f10;Elektro;3xT13;Steckdose;;1;Stk;D;;;;
ELE_Umbau_TRP-T4;7de9cdd8-237d-4978-99c6-182092a2d548-001a4f70;Elektro;3xT13;Steckdose;;1;Stk;D;;;;
ELE_Umbau_TRP-T4;7de9cdd8-237d-4978-99c6-182092a2d548-001a522c;Elektro;3xT13;Steckdose;;1;Stk;E;;;;
ELE_Umbau_TRP-T4;7de9cdd8-237d-4978-99c6-182092a2d548-001a5230;Elektro;3xT13;Steckdose;;1;Stk;E;;;;
ELE_Umbau_TRP-T4;7de9cdd8-237d-4978-99c6-182092a2d548-001a5234;Elektro;3xT13;Steckdose;;1;Stk;E;;;;
ELE_Umbau_TRP-T4;7de9cdd8-237d-4978-99c6-182092a2d548-001a523d;Elektro;3xT13;Steckdose;;1;Stk;F;;;;
ELE_Umbau_TRP-T4;7de9cdd8-237d-4978-99c6-182092a2d548-001a5241;Elektro;3xT13;Steckdose;;1;Stk;F;;;;
ELE_Umbau_TRP-T4;7de9cdd8-237d-4978-99c6-182092a2d548-001a5245;Elektro;3xT13;Steckdose;;1;Stk;F;;;;
ELE_Umbau_TRP-T4;2f50bdcb-c417-4715-afdc-ced2f1117333-001a52ae;Elektro;3xT13;Steckdose;;1;Stk;E;;;;
ELE_Umbau_TRP-T4;2f50bdcb-c417-4715-afdc-ced2f1117333-001a531b;Elektro;T15;Steckdose;;1;Stk;;;;;
ELE_Umbau_TRP-T4;2f50bdcb-c417-4715-afdc-ced2f1117333-001a540b;Elektro;3xT13;Steckdose;;1;Stk;F;;;;
ELE_Umbau_TRP-T4;2f50bdcb-c417-4715-afdc-ced2f1117333-001a5dbd;Elektro;3xT13;Steckdose;;1;Stk;;;;;
ELE_Umbau_TRP-T4;2f50bdcb-c417-4715-afdc-ced2f1117333-001a5dc9;Elektro;3xT13;Steckdose;;1;Stk;F;;;;
ELE_Umbau_TRP-T4;2f50bdcb-c417-4715-afdc-ced2f1117333-001a5e7b;Elektro;3xT13;Steckdose;;1;Stk;D;;;;
ELE_Umbau_TRP-T4;4c667608-3e9a-4292-b76c-3c59a895b2a6-001a6161;Elektro;3xT13;Steckdose;;1;Stk;E;;;;
ELE_Umbau_TRP-T4;aab74ab3-f90b-4e9c-b268-d7f6b3dd339f-001a36ee;Daten;2xRJ45;Ethernet;8;1;Stk;C;;;;
ELE_Umbau_TRP-T4;1579e40d-c560-4ee7-b675-5255b769f3f3-001a3fcd;Daten;AccessPoint;Ethernet;9;1;Stk;Decke C;;;;
ELE_Umbau_TRP-T4;1579e40d-c560-4ee7-b675-5255b769f3f3-001a40b0;Daten;AccessPoint;Ethernet;10;1;Stk;Decke D;;;;
ELE_Umbau_TRP-T4;1579e40d-c560-4ee7-b675-5255b769f3f3-001a4165;Daten;2xRJ45;Ethernet;11;1;Stk;D;;;;
ELE_Umbau_TRP-T4;7de9cdd8-237d-4978-99c6-182092a2d548-001a5104;Daten;AccessPoint;Ethernet;12;1;Stk;Decke E;;;;
ELE_Umbau_TRP-T4;2f50bdcb-c417-4715-afdc-ced2f1117333-001a5291;Daten;2xRJ45;Ethernet;13;1;Stk;D;;;;
ELE_Umbau_TRP-T4;2f50bdcb-c417-4715-afdc-ced2f1117333-001a52b0;Daten;2xRJ45;Ethernet;14;1;Stk;E;;;;
ELE_Umbau_TRP-T4;2f50bdcb-c417-4715-afdc-ced2f1117333-001a5325;Daten;AccessPoint;Ethernet;15;1;Stk;Abhangdecke G;;;;
ELE_Umbau_TRP-T4;2f50bdcb-c417-4715-afdc-ced2f1117333-001a53ef;Daten;2xRJ45;Ethernet;16;1;Stk;F;;;;
ELE_Umbau_TRP-T4;2f50bdcb-c417-4715-afdc-ced2f1117333-001a5dbe;Daten;2xRJ45;Ethernet;17;1;Stk;;;;;
ELE_Umbau_TRP-T4;2f50bdcb-c417-4715-afdc-ced2f1117333-001a5dca;Daten;2xRJ45;Ethernet;18;1;Stk;F;;;;
ELE_Umbau_TRP-T4;2f50bdcb-c417-4715-afdc-ced2f1117333-001a5e79;Daten;2xRJ45;Ethernet;19;1;Stk;D;;;;
ELE_Umbau_TRP-T4;4c667608-3e9a-4292-b76c-3c59a895b2a6-001a6160;Daten;2xRJ45;Ethernet;20;1;Stk;E;;;;
ELE_Umbau_TRP-T4;30d4469b-6477-4ad4-9900-8388a2f5d452-00198d63;Sicherheit;Standard;Fire Alarm Strobe Speaker - Wall Mounted;2;1;Stk;B;;;;
ELE_Umbau_TRP-T4;30d4469b-6477-4ad4-9900-8388a2f5d452-00198d75;Sicherheit;Standard;Fire Alarm Strobe Speaker - Wall Mounted;3;1;Stk;B;;;;
ELE_Umbau_TRP-T4;30d4469b-6477-4ad4-9900-8388a2f5d452-00198def;Sicherheit;Standard;Fire Alarm Strobe Speaker - Wall Mounted;4;1;Stk;B;;;;
ELE_Umbau_TRP-T4;30d4469b-6477-4ad4-9900-8388a2f5d452-00198e0a;Sicherheit;Standard;Fire Alarm Strobe Speaker - Wall Mounted;5;1;Stk;B;;;;
ELE_Umbau_TRP-T4;e89f5ccd-a29d-458b-83c8-2540fda6e846-0019a16f;Sicherheit;Standard;Fire Alarm Strobe Speaker - Wall Mounted;10;1;Stk;B;;;;
ELE_Umbau_TRP-T4;e89f5ccd-a29d-458b-83c8-2540fda6e846-0019a21d;Sicherheit;Standard;Fire Alarm Strobe Speaker - Wall Mounted;11;1;Stk;B;;;;
ELE_Umbau_TRP-T4;e89f5ccd-a29d-458b-83c8-2540fda6e846-0019a3b2;Sicherheit;Standard;Fire Alarm Strobe Speaker - Wall Mounted;12;1;Stk;;;;;
ELE_Umbau_TRP-T4;e89f5ccd-a29d-458b-83c8-2540fda6e846-0019a3b6;Sicherheit;Standard;Fire Alarm Strobe Speaker - Wall Mounted;13;1;Stk;;;;;
ELE_Umbau_TRP-T4;e89f5ccd-a29d-458b-83c8-2540fda6e846-0019a3ba;Sicherheit;Standard;Fire Alarm Strobe Speaker - Wall Mounted;14;1;Stk;E;;;;
ELE_Umbau_TRP-T4;e89f5ccd-a29d-458b-83c8-2540fda6e846-0019a3be;Sicherheit;Standard;Fire Alarm Strobe Speaker - Wall Mounted;15;1;Stk;;;;;
ELE_Umbau_TRP-T4;e89f5ccd-a29d-458b-83c8-2540fda6e846-0019a43e;Sicherheit;Standard;Fire Alarm Strobe Speaker - Wall Mounted;16;1;Stk;D;;;;
